id,key,type,value
189904003,highway,regular,service
189904003,service,regular,alley
189904004,highway,regular,service
189904004,service,regular,alley
189904005,building,regular,yes
189904006,highway,regular,service
189904006,service,regular,alley
189904007,highway,regular,service
189904007,service,regular,alley
189904008,building,regular,yes
189904009,landuse,regular,residential
189904010,building,regular,yes
189904011,building,regular,yes
189904012,highway,regular,service
189904012,service,regular,alley
189904013,highway,regular,residential
189904014,building,regular,yes
189904015,highway,regular,residential
189904016,building,regular,yes
189904017,highway,regular,residential
189904018,building,regular,yes
189904019,highway,regular,service
189904019,service,regular,alley
189904020,highway,regular,service
189904020,service,regular,alley
189904021,building,regular,yes
189904022,highway,regular,service
189904022,service,regular,alley
189904023,building,regular,yes
189904024,building,regular,yes
189904025,building,regular,yes
189904026,highway,regular,residential
189904027,highway,regular,service
189904027,service,regular,alley
189904028,building,regular,yes
189904029,building,regular,yes
189904030,building,regular,yes
189904031,building,regular,yes
189904032,building,regular,yes
189904033,building,regular,yes
189904034,highway,regular,service
189904034,service,regular,alley
189904035,building,regular,yes
189904036,building,regular,yes
189904037,highway,regular,service
189904037,service,regular,alley
189904038,building,regular,yes
189904039,highway,regular,service
189904039,service,regular,alley
189904040,building,regular,yes
189904041,highway,regular,service
189904041,service,regular,alley
189904042,building,regular,yes
189904043,landuse,regular,residential
189904044,building,regular,yes
189904045,building,regular,yes
189904046,highway,regular,service
189904046,service,regular,alley
189904047,highway,regular,residential
189904048,highway,regular,residential
189904048,name,regular,Gobinda Ghosal Lane
189904049,building,regular,yes
189904050,building,regular,yes
189904051,highway,regular,service
189904051,service,regular,alley
189904052,building,regular,yes
189904053,highway,regular,service
189904053,service,regular,alley
189909607,highway,regular,service
189909607,service,regular,alley
189909608,highway,regular,residential
189909609,highway,regular,service
189909609,service,regular,alley
189909610,highway,regular,service
189909610,service,regular,alley
189909612,highway,regular,residential
189909613,landuse,regular,residential
189909614,highway,regular,service
189909614,service,regular,alley
189909615,highway,regular,service
189909615,service,regular,alley
189909616,highway,regular,service
189909616,service,regular,alley
189909617,highway,regular,service
189909617,service,regular,alley
189909618,cycleway,regular,no
189909618,foot,regular,yes
189909618,highway,regular,primary
189909618,lanes,regular,2
189909618,maxspeed,regular,40
189909618,name,regular,Judges Court Road
189909618,oneway,regular,yes
189909618,surface,regular,paved
189909619,landuse,regular,industrial
189909620,landuse,regular,commercial
189909621,highway,regular,service
189909621,service,regular,alley
189909622,highway,regular,service
189909622,service,regular,driveway
189909623,highway,regular,service
189909623,service,regular,alley
189909624,highway,regular,service
189909624,service,regular,driveway
189909625,highway,regular,tertiary
189909627,landuse,regular,residential
189909628,highway,regular,service
189909628,service,regular,alley
189909629,highway,regular,service
189909629,service,regular,alley
189909630,highway,regular,service
189909630,service,regular,alley
189909631,highway,regular,service
189909631,service,regular,alley
189909632,highway,regular,service
189909632,service,regular,driveway
189909633,highway,regular,service
189909633,service,regular,alley
189909635,highway,regular,service
189909635,service,regular,alley
189909636,highway,regular,service
189909636,service,regular,alley
190295065,highway,regular,tertiary
190295065,name,regular,Remount Road
190892010,electrified,regular,contact_line
190892010,frequency,regular,0
190892010,gauge,regular,1435
190892010,railway,regular,tram
190892010,voltage,regular,550
190905006,leisure,regular,park
190905006,name,regular,Agri Horticultural Society of India
190905693,amenity,regular,school
190905693,name,regular,Alipore Multipurpose Government Girls School
190905694,highway,regular,service
190905694,service,regular,driveway
190905695,highway,regular,service
190905695,service,regular,driveway
190905696,highway,regular,service
190905696,service,regular,driveway
190905697,landuse,regular,commercial
190905697,name,regular,Alipore District and Sessions Court
190905698,highway,regular,service
190905698,service,regular,alley
190905699,highway,regular,residential
190905700,landuse,regular,residential
190905701,highway,regular,service
190905701,service,regular,alley
190923516,amenity,regular,police
190923516,name,regular,Kalighat Police Station
190925408,amenity,regular,police
190925408,name,regular,Kalighat Police Station
190935410,highway,regular,service
190935410,service,regular,alley
190935411,highway,regular,service
190935411,service,regular,alley
190935412,highway,regular,service
190935412,service,regular,alley
190935413,highway,regular,service
190935413,service,regular,alley
190935414,highway,regular,service
190935414,service,regular,alley
190935415,highway,regular,service
190935415,service,regular,alley
190935416,highway,regular,service
190935416,service,regular,alley
190935417,highway,regular,service
190935417,service,regular,alley
190935650,highway,regular,service
190935650,service,regular,alley
190935651,highway,regular,service
190935651,service,regular,alley
190935729,highway,regular,service
190935729,service,regular,alley
190935730,highway,regular,service
190935730,service,regular,alley
190935731,highway,regular,service
190935731,service,regular,alley
190935744,highway,regular,service
190935744,service,regular,alley
190935751,highway,regular,service
190935751,service,regular,alley
190935762,highway,regular,service
190935762,service,regular,alley
190936267,highway,regular,service
190936267,service,regular,alley
190936268,highway,regular,service
190936268,service,regular,alley
190936269,highway,regular,service
190936269,service,regular,alley
190936367,highway,regular,service
190936367,service,regular,alley
190936369,highway,regular,service
190936369,service,regular,alley
190936371,highway,regular,service
190936371,service,regular,alley
190936374,highway,regular,service
190936374,service,regular,alley
190936376,highway,regular,service
190936376,service,regular,alley
190936378,highway,regular,service
190936378,service,regular,alley
190936456,highway,regular,service
190936456,service,regular,alley
190936458,highway,regular,service
190936458,service,regular,alley
190936624,highway,regular,service
190936624,service,regular,alley
190936639,highway,regular,service
190936639,service,regular,alley
190936640,highway,regular,service
190936640,service,regular,alley
190936680,highway,regular,service
190936680,service,regular,alley
190938110,highway,regular,service
190938110,service,regular,alley
190939623,highway,regular,residential
190939624,highway,regular,service
190939624,service,regular,alley
190939625,highway,regular,service
190939625,service,regular,alley
190939626,highway,regular,service
190939626,service,regular,alley
190940094,highway,regular,service
190940094,service,regular,alley
190940095,highway,regular,residential
190940096,highway,regular,residential
190940419,highway,regular,service
190940419,service,regular,alley
190940420,highway,regular,service
190940420,service,regular,alley
190940421,highway,regular,service
190940421,service,regular,alley
190953975,landuse,regular,residential
190953976,highway,regular,service
190953976,service,regular,alley
190953977,highway,regular,service
190953977,service,regular,driveway
190953978,highway,regular,service
190953978,service,regular,driveway
190953979,highway,regular,service
190953979,service,regular,alley
190953980,highway,regular,service
190953980,service,regular,alley
190953981,highway,regular,service
190953981,service,regular,alley
190953982,amenity,regular,hospital
190953982,name,regular,KMC Urban Health Centre
190953983,highway,regular,service
190953983,service,regular,alley
190953984,highway,regular,service
190953984,service,regular,alley
190953985,highway,regular,service
190953985,service,regular,driveway
190953986,highway,regular,service
190953986,service,regular,alley
190953987,highway,regular,service
190953987,service,regular,alley
190953988,landuse,regular,retail
190955478,highway,regular,service
190955478,service,regular,driveway
190955479,highway,regular,service
190955479,service,regular,driveway
190955480,highway,regular,service
190955480,service,regular,driveway
190955481,highway,regular,service
190955481,service,regular,driveway
190955482,highway,regular,service
190955482,service,regular,driveway
190955483,highway,regular,service
190955483,service,regular,driveway
190958712,landuse,regular,residential
190958713,building,regular,yes
190958714,highway,regular,service
190958714,service,regular,driveway
190958715,highway,regular,service
190958715,service,regular,driveway
190958716,highway,regular,service
190958716,service,regular,alley
190958717,building,regular,yes
190958718,highway,regular,service
190958718,service,regular,driveway
190958719,building,regular,yes
190958720,highway,regular,service
190958720,service,regular,driveway
190958721,highway,regular,service
190958721,service,regular,driveway
190959644,natural,regular,water
190959645,landuse,regular,residential
190959646,highway,regular,service
190959646,service,regular,driveway
190959647,historic,regular,castle
190959647,name,regular,Palace of Maharaja Barddhaman
190959648,highway,regular,service
190959648,service,regular,driveway
190959649,highway,regular,residential
190961386,highway,regular,service
190961386,service,regular,driveway
190961387,highway,regular,service
190961387,service,regular,driveway
190961388,highway,regular,service
190961388,service,regular,driveway
190961389,highway,regular,service
190961389,service,regular,driveway
190961390,highway,regular,service
190961390,service,regular,driveway
190961391,highway,regular,service
190961391,service,regular,driveway
190961392,highway,regular,residential
190961393,highway,regular,residential
190961394,highway,regular,service
190961394,service,regular,driveway
190961395,landuse,regular,residential
190961396,highway,regular,service
190961396,service,regular,driveway
190961398,highway,regular,service
190961398,service,regular,driveway
190961399,highway,regular,service
190961399,service,regular,driveway
190961400,highway,regular,service
190961400,service,regular,driveway
190961401,highway,regular,service
190961401,service,regular,driveway
190961402,highway,regular,residential
190961402,name,regular,Portland Park
190961403,highway,regular,service
190961403,service,regular,driveway
190961404,highway,regular,service
190961404,service,regular,driveway
190961405,highway,regular,service
190961405,service,regular,driveway
190961406,highway,regular,service
190961406,service,regular,driveway
190961544,highway,regular,service
190961544,service,regular,driveway
190961770,highway,regular,service
190961770,service,regular,driveway
190961771,highway,regular,service
190961771,service,regular,driveway
190962754,highway,regular,service
190962754,service,regular,driveway
190962755,landuse,regular,residential
190962756,highway,regular,service
190962756,service,regular,driveway
190962757,highway,regular,service
190962757,service,regular,alley
190962759,highway,regular,service
190962759,service,regular,driveway
190963144,highway,regular,residential
190963144,name,regular,Pitambar Ghatak Lane
190963145,landuse,regular,residential
190963148,highway,regular,service
190963148,service,regular,alley
190963150,highway,regular,residential
190963152,highway,regular,service
190963152,service,regular,alley
190963154,highway,regular,residential
190963155,highway,regular,service
190963155,service,regular,alley
190963157,highway,regular,service
190963157,service,regular,alley
190963159,highway,regular,service
190963159,service,regular,alley
190964113,landuse,regular,residential
190964114,highway,regular,service
190964114,service,regular,alley
190964115,highway,regular,service
190964115,service,regular,alley
190964116,highway,regular,service
190964116,service,regular,alley
190964117,highway,regular,service
190964117,service,regular,alley
190964118,highway,regular,service
190964118,service,regular,alley
190964119,highway,regular,service
190964119,service,regular,alley
190964120,highway,regular,service
190964120,service,regular,alley
190964121,highway,regular,service
190964121,service,regular,alley
190964122,highway,regular,service
190964122,service,regular,alley
190964123,highway,regular,tertiary
190964123,name,regular,Paramhansa Deb Road
190968197,highway,regular,service
190968197,service,regular,alley
190968199,highway,regular,service
190968199,service,regular,alley
190968201,highway,regular,service
190968201,service,regular,alley
190968202,highway,regular,service
190968202,service,regular,alley
190968204,highway,regular,service
190968204,service,regular,alley
190968207,building,regular,yes
190968208,highway,regular,service
190968208,service,regular,alley
190968210,highway,regular,service
190968210,service,regular,alley
190968212,highway,regular,service
190968212,service,regular,alley
190968213,highway,regular,service
190968213,service,regular,alley
190968215,highway,regular,service
190968215,service,regular,alley
190968218,highway,regular,service
190968218,service,regular,alley
190968221,highway,regular,service
190968221,service,regular,alley
190968222,highway,regular,service
190968222,service,regular,alley
190968224,highway,regular,service
190968224,service,regular,alley
190968225,highway,regular,service
190968225,service,regular,driveway
190968226,highway,regular,service
190968226,service,regular,alley
190968227,landuse,regular,residential
190968230,highway,regular,service
190968230,service,regular,alley
190968233,highway,regular,service
190968233,service,regular,alley
190968234,highway,regular,service
190968234,service,regular,alley
190968236,highway,regular,service
190968236,service,regular,alley
190968238,highway,regular,service
190968238,service,regular,alley
190968239,building,regular,yes
190971211,highway,regular,residential
190971212,highway,regular,service
190971212,service,regular,driveway
190971213,highway,regular,service
190971213,service,regular,driveway
190971214,highway,regular,service
190971214,service,regular,alley
190971215,highway,regular,service
190971215,service,regular,alley
190971216,highway,regular,service
190971216,service,regular,alley
190971217,highway,regular,service
190971217,service,regular,alley
190971218,highway,regular,service
190971218,service,regular,alley
190971219,highway,regular,service
190971219,service,regular,driveway
190971220,highway,regular,service
190971220,service,regular,alley
190971221,highway,regular,service
190971221,service,regular,alley
190971222,highway,regular,service
190971222,service,regular,driveway
190971223,highway,regular,service
190971223,service,regular,alley
190971224,landuse,regular,residential
190971225,highway,regular,service
190971225,service,regular,alley
190971226,landuse,regular,residential
190971227,highway,regular,service
190971227,service,regular,alley
190971228,highway,regular,service
190971228,service,regular,alley
190971229,building,regular,yes
190971230,highway,regular,residential
190971230,name,regular,Durgapur Lane
190971231,highway,regular,service
190971231,service,regular,driveway
190971232,highway,regular,service
190971232,service,regular,alley
190971233,highway,regular,service
190971233,service,regular,alley
190971234,highway,regular,service
190971234,service,regular,alley
190971235,highway,regular,residential
190971236,highway,regular,service
190971236,name,regular,Durgapur Lane
190971236,service,regular,alley
190971237,highway,regular,residential
190971238,highway,regular,service
190971238,service,regular,alley
190971239,highway,regular,service
190971239,service,regular,driveway
190971240,building,regular,yes
190971241,highway,regular,service
190971241,service,regular,alley
190971242,highway,regular,service
190971242,service,regular,alley
190971243,highway,regular,service
190971243,service,regular,alley
190971244,highway,regular,service
190971244,service,regular,alley
190971245,highway,regular,service
190971245,service,regular,alley
190971246,highway,regular,service
190971246,service,regular,alley
190971247,highway,regular,service
190971247,service,regular,alley
190971248,building,regular,yes
190971249,highway,regular,service
190971249,service,regular,driveway
190971250,highway,regular,service
190971250,service,regular,alley
190971251,highway,regular,service
190971251,service,regular,alley
190971252,highway,regular,service
190971252,service,regular,alley
190971253,highway,regular,service
190971253,service,regular,driveway
190971254,highway,regular,service
190971254,service,regular,alley
190971255,highway,regular,service
190971255,service,regular,alley
190971256,highway,regular,service
190971256,service,regular,alley
190971257,highway,regular,residential
190971258,highway,regular,service
190971258,service,regular,driveway
190971259,highway,regular,residential
190971260,highway,regular,service
190971260,service,regular,alley
190971261,building,regular,yes
190971262,highway,regular,service
190971262,service,regular,driveway
190972430,highway,regular,tertiary
190972430,name,regular,Peary Mohan Roy Road
190972433,highway,regular,tertiary
190972433,name,regular,Rakhal Das Addy Road
190976276,landuse,regular,retail
190976277,highway,regular,tertiary
190976277,name,regular,Gobinda Auddy Road
190976278,highway,regular,tertiary
190976278,name,regular,Jainuddin Mistry Lane
190976279,landuse,regular,residential
190976280,highway,regular,tertiary
190976280,name,regular,Sankar Bose Road
190976281,highway,regular,service
190976281,service,regular,alley
190976282,highway,regular,service
190976282,service,regular,alley
190976283,highway,regular,service
190976283,service,regular,alley
190976284,highway,regular,service
190976284,service,regular,alley
190976285,highway,regular,service
190976285,service,regular,alley
190976286,highway,regular,service
190976286,service,regular,alley
190976287,amenity,regular,college
190976287,name,regular,Sri Sri Academy
190976288,highway,regular,service
190976288,service,regular,alley
190976289,landuse,regular,retail
190976290,highway,regular,service
190976290,service,regular,alley
190976291,highway,regular,service
190976291,service,regular,alley
190976292,highway,regular,service
190976292,service,regular,alley
190976293,highway,regular,service
190976293,service,regular,alley
190976294,highway,regular,residential
190976295,highway,regular,service
190976295,service,regular,alley
190976296,highway,regular,service
190976296,service,regular,alley
190976297,highway,regular,residential
190976298,highway,regular,service
190976298,service,regular,alley
190976299,highway,regular,service
190976299,service,regular,alley
190976300,highway,regular,residential
190976301,highway,regular,service
190976301,service,regular,alley
190976302,highway,regular,service
190976302,service,regular,alley
190976303,highway,regular,service
190976303,service,regular,driveway
190976304,landuse,regular,residential
190976305,highway,regular,service
190976305,service,regular,alley
190980722,highway,regular,service
190980722,service,regular,alley
190980723,highway,regular,service
190980723,service,regular,alley
190980724,highway,regular,service
190980724,service,regular,alley
190980725,highway,regular,service
190980725,service,regular,alley
190980726,highway,regular,service
190980726,service,regular,alley
190980727,highway,regular,service
190980727,service,regular,alley
190980728,highway,regular,service
190980728,service,regular,alley
190980729,highway,regular,service
190980729,service,regular,alley
190980730,highway,regular,residential
190980731,highway,regular,service
190980731,service,regular,alley
190980732,highway,regular,service
190980732,service,regular,alley
190980733,highway,regular,service
190980733,service,regular,alley
190980734,highway,regular,service
190980734,service,regular,alley
190980735,highway,regular,residential
190980735,service,regular,alley
190980736,highway,regular,service
190980736,service,regular,alley
190980737,highway,regular,residential
190980738,highway,regular,service
190980738,service,regular,alley
190980739,highway,regular,service
190980739,service,regular,alley
190980740,highway,regular,residential
190980741,highway,regular,service
190980741,service,regular,alley
190980742,highway,regular,service
190980742,service,regular,alley
190980743,highway,regular,service
190980743,service,regular,alley
190980745,highway,regular,service
190980745,service,regular,alley
190980746,highway,regular,service
190980746,service,regular,alley
190980747,highway,regular,service
190980747,service,regular,alley
190980748,highway,regular,residential
190980748,name,regular,Mahesh Chandra Dutta
190980749,highway,regular,service
190980749,service,regular,alley
190980750,highway,regular,service
190980750,service,regular,alley
190980751,highway,regular,service
190980751,service,regular,alley
190980752,highway,regular,service
190980752,service,regular,alley
190980753,landuse,regular,residential
190980754,highway,regular,service
190980754,service,regular,alley
190980755,highway,regular,service
190980755,service,regular,alley
190980756,highway,regular,service
190980756,service,regular,alley
190980757,highway,regular,service
190980757,service,regular,alley
190980758,highway,regular,service
190980758,service,regular,alley
190980759,highway,regular,service
190980759,service,regular,alley
190980760,highway,regular,service
190980760,service,regular,alley
190980761,landuse,regular,residential
190980762,highway,regular,service
190980762,service,regular,alley
190980763,highway,regular,service
190980763,service,regular,alley
190981105,highway,regular,service
190981105,service,regular,alley
190981106,highway,regular,service
190981106,service,regular,alley
190981107,highway,regular,service
190981107,service,regular,alley
190981108,landuse,regular,residential
190981109,highway,regular,service
190981109,service,regular,alley
190981110,highway,regular,residential
190981111,highway,regular,service
190981111,service,regular,alley
190981112,landuse,regular,residential
190981113,highway,regular,service
190981113,service,regular,alley
190981114,highway,regular,service
190981114,service,regular,alley
190981115,highway,regular,service
190981115,service,regular,alley
190981116,highway,regular,service
190981116,service,regular,alley
190981117,leisure,regular,park
190981117,name,regular,Chetla Park
191003713,highway,regular,service
191003713,service,regular,alley
191003714,highway,regular,service
191003714,service,regular,alley
191003715,highway,regular,service
191003715,service,regular,alley
191003716,highway,regular,service
191003716,service,regular,alley
191003717,highway,regular,service
191003717,service,regular,alley
191003718,highway,regular,service
191003718,service,regular,alley
191003719,highway,regular,service
191003719,service,regular,alley
191003721,highway,regular,service
191003721,service,regular,alley
191003722,highway,regular,service
191003722,service,regular,alley
191003723,landuse,regular,residential
191003724,highway,regular,service
191003724,service,regular,alley
191003725,highway,regular,service
191003725,service,regular,alley
191003726,amenity,regular,school
191003726,name,regular,Chetla Girls' School
191003727,highway,regular,service
191003727,service,regular,alley
191003728,highway,regular,service
191003728,service,regular,alley
191003729,highway,regular,service
191003729,service,regular,alley
191003730,highway,regular,residential
191003731,highway,regular,service
191003731,service,regular,alley
191003732,highway,regular,service
191003732,service,regular,driveway
191003733,highway,regular,service
191003733,service,regular,alley
191003734,highway,regular,service
191003734,service,regular,alley
191003735,highway,regular,service
191003735,name,regular,Jainuddin Mistry Lane
191003735,service,regular,alley
191003736,highway,regular,service
191003736,service,regular,alley
191003737,highway,regular,service
191003737,service,regular,alley
191003738,landuse,regular,residential
191003739,highway,regular,service
191003739,service,regular,alley
191003740,highway,regular,service
191003740,service,regular,alley
191003741,highway,regular,service
191003741,service,regular,alley
191003742,highway,regular,service
191003742,service,regular,alley
191003743,leisure,regular,pitch
191003743,name,regular,Chetla Agrani Club
191004894,highway,regular,service
191004894,service,regular,driveway
191004895,highway,regular,residential
191004896,highway,regular,service
191004896,service,regular,alley
191004897,leisure,regular,park
191004898,landuse,regular,residential
191004899,highway,regular,service
191004899,service,regular,alley
191004900,highway,regular,service
191004900,service,regular,alley
191004901,highway,regular,service
191004901,service,regular,alley
191004902,highway,regular,service
191004902,service,regular,alley
191004903,highway,regular,service
191004903,service,regular,alley
191004904,highway,regular,service
191004904,service,regular,alley
191004905,highway,regular,residential
191004906,highway,regular,service
191004906,service,regular,alley
191004907,highway,regular,service
191004907,service,regular,alley
191004908,highway,regular,service
191004908,service,regular,alley
191004909,highway,regular,residential
191004910,landuse,regular,residential
191004911,highway,regular,residential
191004911,name,regular,Sabji Bagan Lane
191004912,highway,regular,service
191004912,service,regular,alley
191004913,highway,regular,residential
191004914,highway,regular,service
191004914,service,regular,alley
191004915,highway,regular,service
191004915,service,regular,alley
191004916,landuse,regular,residential
191004917,highway,regular,residential
191004918,landuse,regular,industrial
191004919,highway,regular,service
191004919,service,regular,alley
191004920,highway,regular,service
191004920,service,regular,alley
191004921,highway,regular,service
191004921,service,regular,alley
191004922,highway,regular,service
191004922,service,regular,alley
191004923,highway,regular,residential
191004924,highway,regular,service
191004925,building,regular,yes
191004926,highway,regular,service
191004926,service,regular,alley
191004927,highway,regular,service
191004927,service,regular,alley
191004928,highway,regular,service
191004928,service,regular,alley
191004929,highway,regular,service
191004929,service,regular,alley
191004930,highway,regular,service
191004930,service,regular,driveway
191004931,highway,regular,service
191004931,service,regular,alley
191004932,highway,regular,service
191004932,service,regular,alley
191004933,highway,regular,service
191004933,service,regular,alley
191004934,highway,regular,service
191004934,service,regular,alley
191004935,highway,regular,service
191004935,service,regular,alley
191004936,highway,regular,residential
191004937,highway,regular,service
191004937,service,regular,alley
191004938,highway,regular,service
191004938,service,regular,alley
191004939,highway,regular,service
191004939,service,regular,alley
191004940,highway,regular,service
191004940,service,regular,alley
191004941,highway,regular,residential
191004942,highway,regular,service
191004942,service,regular,alley
191004943,highway,regular,service
191004943,service,regular,alley
191005139,highway,regular,tertiary
191005139,maxspeed,regular,40
191005139,name,regular,Tollygunge Road
191005414,highway,regular,service
191005414,service,regular,alley
191005415,highway,regular,service
191005415,service,regular,alley
191005416,highway,regular,service
191005416,service,regular,alley
191005417,highway,regular,service
191005417,service,regular,alley
191005418,highway,regular,service
191005418,service,regular,alley
191005419,highway,regular,service
191005419,service,regular,alley
191005420,highway,regular,service
191005420,service,regular,alley
191005421,highway,regular,service
191005421,service,regular,alley
191005422,highway,regular,service
191005422,service,regular,alley
191005423,highway,regular,service
191005423,service,regular,alley
191005424,highway,regular,residential
191005425,highway,regular,service
191005425,service,regular,alley
191005426,highway,regular,service
191005426,service,regular,alley
191005427,highway,regular,service
191005427,service,regular,alley
191005428,highway,regular,service
191005428,service,regular,alley
191005429,highway,regular,service
191005429,service,regular,alley
191005430,highway,regular,service
191005430,service,regular,alley
191005431,highway,regular,service
191005431,service,regular,alley
191005432,highway,regular,service
191005432,service,regular,alley
191005433,highway,regular,service
191005433,service,regular,alley
191005434,highway,regular,service
191005434,service,regular,alley
191005435,highway,regular,service
191005435,service,regular,alley
191005436,highway,regular,service
191005436,service,regular,alley
191005437,highway,regular,residential
191005438,landuse,regular,residential
191005439,highway,regular,service
191005439,service,regular,alley
191005440,highway,regular,service
191005440,service,regular,alley
191145359,amenity,regular,theatre
191145359,name,regular,Durga Bari
191145360,housenumber,addr,82/7a
191145360,postcode,addr,700019
191145360,street,addr,Ballygunge Place
191145360,amenity,regular,school
191145360,name,regular,South Point High School
197120147,amenity,regular,school
197120147,name,regular,Birla High School
197120148,amenity,regular,hospital
197120148,name,regular,Belle Vue Clinic
197120149,name,regular,Hotel Hindustan International
197120149,tourism,regular,hotel
197233492,housename,addr,India Government Mint
197233492,postcode,addr,700053
197233492,street,addr,Alipore
197233492,designation,regular,India Government Mint
197233492,landuse,regular,industrial
197233492,name,regular,India Government Mint
197696274,alt_name,regular,Bhāgirathi
197696274,boat,regular,yes
197696274,loc_name,regular,Ganga
197696274,name,regular,Hooghly
197696274,bn,name,হুগলী
197696274,de,name,Hugli
197696274,en,name,Hooghly
197696274,et,name,Hugli
197696274,zh,name,胡格利河
197696274,source,regular,landsat
197696274,waterway,regular,river
204893578,building,regular,yes
204893579,housenumber,addr,3A
204893579,street,addr,Albert Road
204893579,building,regular,yes
204893580,housenumber,addr,3C
204893580,street,addr,Albert Road
204893580,amenity,regular,place_of_worship
204893580,building,regular,yes
204893580,denomination,regular,hare_krishna
204893580,name,regular,Radha Govinda Mandir
204893580,religion,regular,hindu
204893581,leisure,regular,park
204893581,name,regular,Victoria Square
204893582,highway,regular,residential
204893582,maxspeed,regular,40
204893582,name,regular,Wood Street
204893582,oneway,regular,alternating
204894097,building,regular,school
205077239,highway,regular,primary
205077239,lanes,regular,4
205077239,maxspeed,regular,40
205077239,name,regular,Gariahat Road
205077239,oneway,regular,yes
205077239,ref,regular,SH1
205077240,electrified,regular,contact_line
205077240,frequency,regular,0
205077240,gauge,regular,1435
205077240,railway,regular,tram
205077240,voltage,regular,550
205077241,electrified,regular,contact_line
205077241,frequency,regular,0
205077241,gauge,regular,1435
205077241,railway,regular,tram
205077241,voltage,regular,550
205077242,electrified,regular,contact_line
205077242,frequency,regular,0
205077242,gauge,regular,1435
205077242,railway,regular,tram
205077242,voltage,regular,550
205077244,highway,regular,primary
205077244,lanes,regular,4
205077244,maxspeed,regular,40
205077244,name,regular,Gariahat Road
205077244,oneway,regular,yes
205077244,ref,regular,SH1
205077245,building,regular,industrial
205077246,electrified,regular,contact_line
205077246,frequency,regular,0
205077246,gauge,regular,1435
205077246,railway,regular,tram
205077246,voltage,regular,550
205077247,electrified,regular,contact_line
205077247,frequency,regular,0
205077247,gauge,regular,1435
205077247,railway,regular,tram
205077247,voltage,regular,550
205077249,electrified,regular,contact_line
205077249,frequency,regular,0
205077249,gauge,regular,1435
205077249,railway,regular,tram
205077249,voltage,regular,550
205077250,highway,regular,primary
205077250,lanes,regular,8
205077250,maxspeed,regular,40
205077250,name,regular,Gariahat Road
205077250,ref,regular,SH1
205077251,electrified,regular,contact_line
205077251,frequency,regular,0
205077251,gauge,regular,1435
205077251,railway,regular,tram
205077251,voltage,regular,550
205077252,electrified,regular,contact_line
205077252,frequency,regular,0
205077252,gauge,regular,1435
205077252,railway,regular,tram
205077252,voltage,regular,550
205077253,building,regular,industrial
205077254,building,regular,industrial
205114925,building,regular,yes
205114926,housenumber,addr,2
205114926,street,addr,Albert Road
205114926,building,regular,residential
205114927,building,regular,yes
205114928,building,regular,yes
205114929,building,regular,yes
205114930,building,regular,yes
205114931,building,regular,yes
205114932,building,regular,yes
205114933,building,regular,yes
205114934,housenumber,addr,18
205114934,street,addr,Camac Street
205114934,building,regular,yes
205114935,housenumber,addr,3B
205114935,street,addr,Albert Road
205114935,amenity,regular,hospital
205114935,building,regular,yes
205114935,name,regular,Gamma Centauri Healthcare Private Limited
205114936,housenumber,addr,20
205114936,street,addr,Camac Street
205114936,building,regular,apartments
205114937,building,regular,yes
205114938,leisure,regular,pitch
205114938,sport,regular,tennis
205114939,building,regular,yes
205114940,building,regular,yes
205114941,building,regular,yes
205117166,housenumber,addr,18/1
205117166,street,addr,Camac Street
205117166,name,regular,Camac Car Bazar
205117166,shop,regular,car
205117167,building,regular,yes
205117168,housenumber,addr,23
205117168,street,addr,Theatre Road
205117168,building,regular,yes
205117170,housenumber,addr,24B
205117170,street,addr,Shakespear Sarani
205117170,building,regular,yes
205117171,housenumber,addr,21B
205117171,street,addr,Shakespear Sarani
205117171,building,regular,yes
205117172,housenumber,addr,24A
205117172,street,addr,Shakespear Sarani
205117172,building,regular,yes
205117173,housenumber,addr,19
205117173,street,addr,Camac Street
205117173,building,regular,yes
205117174,housenumber,addr,19/1
205117174,street,addr,Camac Street
205117174,building,regular,yes
205117175,housenumber,addr,25A
205117175,street,addr,Camac Street
205117175,building,regular,yes
205117175,name,regular,Vardan
205117175,shop,regular,mall
205120724,housenumber,addr,21
205120724,street,addr,Camac Street
205120724,building,regular,yes
205120726,housenumber,addr,23
205120726,street,addr,Camac Street
205120726,building,regular,yes
205120726,name,regular,Protiti
205120726,hi,name,प्रोतिती
205122212,bridge,regular,yes
205122212,layer,regular,1
205122212,railway,regular,rail
205122213,bridge,regular,yes
205122213,layer,regular,1
205122213,name,regular,Kolkata Circular Railway
205122213,railway,regular,rail
205122214,electrified,regular,contact_line
205122214,frequency,regular,50
205122214,gauge,regular,1676
205122214,passenger_lines,regular,2
205122214,railway,regular,rail
205122214,voltage,regular,25000
205122215,name,regular,Kolkata Circular Railway
205122215,railway,regular,rail
205161174,bridge,regular,yes
205161174,highway,regular,secondary
205161174,layer,regular,1
205161174,maxspeed,regular,40
205161174,oneway,regular,yes
205161175,bridge,regular,yes
205161175,highway,regular,trunk_link
205161175,maxspeed,regular,40
205161175,oneway,regular,yes
205161176,highway,regular,secondary
205161176,maxspeed,regular,40
205161176,oneway,regular,yes
205161177,bicycle,regular,yes
205161177,bridge,regular,yes
205161177,highway,regular,trunk_link
205161177,maxspeed,regular,40
205161177,oneway,regular,yes
205161178,highway,regular,trunk_link
205161178,maxspeed,regular,40
205161178,oneway,regular,yes
205161179,bicycle,regular,yes
205161179,bridge,regular,yes
205161179,highway,regular,trunk
